premise,hypothesis,label
"['last', 'thing', 'want', 'attention', 'bounty', 'hunters']","['waived', 'hands', 'get', 'attention']",2
"['dont', 'answer']","['please', 'respond']",2
"['assured', 'success']","['going', 'fail', 'arent']",2
"['still', 'type', 'music', 'available']","['genre', 'music', 'still', 'thing']",0
"['see', 'aug', '12', 'soon', 'thereafter', 'hope']","['person', 'going', 'attend', 'august', '12']",1
"['appropriated', 'state', 'much', 'personal', 'fortunes', 'princes', 'found', 'harder', 'curtail', 'power', 'landowners', 'extensive', 'contacts', 'conservative', 'elements', 'congress', 'party']","['easy', 'time', 'taking', 'money', 'landowners', 'contact', 'congress', 'party', 'couldnt', 'get', 'hands', 'fortunes', 'individual', 'princes']",2
"['hate', 'smarter', 'studious', 'focused']","['hold', 'ill', 'towards']",2
"['new', 'madeirans', 'traded', 'sugar', 'eras', 'dominant', 'luxury', 'item', 'britain', 'flanders', 'proved', 'skillful', 'art', 'winemaking']","['salt', 'dominant', 'luxury', 'item', 'era']",2
"['right', 'well', 'preseason', 'really', 'doesnt', 'mean', 'anything', 'either']","['alright', 'dont', 'play', 'well', 'preseason', 'since', 'doesnt', 'matter']",1
"['said', 'thought', 'ledfords', 'understood', 'could', 'qualify', 'put', 'stated', 'income', 'typically', 'undocumented', 'business', 'income', 'raises', 'borrowers', 'interest', 'rate']","['also', 'believed', 'tax', 'return', 'necessary']",1
"['umhum', 'yeah', 'still', 'pretty', 'much', 'know', 'winter', 'far', 'goes']","['still', 'pretty', 'much', 'winter']",0
"['fulcrum', 'coffee', 'bar', 'cafe', 'giant', 'screen', 'television', 'flanked', 'cd', 'listening', 'stations']","['huge', 'television', 'screen', 'coffee', 'bar', 'cafe']",0
"['finally', 'fda', 'conduct', 'workshops', 'issue', 'guidance', 'manuals', 'videotapes', 'hold', 'teleconferences', 'aid', 'small', 'entities', 'complying', 'rule']","['fda', 'issue', 'videotapes']",2
"['instead', 'could', 'recommend', 'compared', 'settings', 'prevalence', 'alcohol', 'problems', 'among', 'ed', 'patients', 'makes', 'worthy', 'careful', 'consideration']","['ed', 'alcohol', 'dependency', 'issues', 'completely', 'unrelated']",2
"['used', 'ceremonial', 'purposes', 'allowing', 'statues', 'gods', 'carried', 'river', 'journeys', 'west', 'bank', 'luxor', 'sanctuary']","['statues', 'moved', 'luxor', 'funerals', 'ceremonies']",0
"['alone', 'could', 'valuable', 'uses']","['could', 'prove', 'valueable']",0
"['sudden', 'decision', 'part', 'already', 'made', 'mind', 'parted', 'hours', 'earlier']","['left', 'spur', 'moment', 'whilst', 'talking', 'quite', 'rude']",1
"['rule', 'prohibits', 'sale', 'nicotinecontaining', 'cigarettes', 'smokeless', 'tobacco', 'individuals', 'age', '18', 'requires', 'manufacturers', 'distributors', 'retailers', 'comply', 'various', 'conditions', 'regarding', 'sale', 'distribution', 'products', 'requires', 'retailers', 'verify', 'purchasers', 'age', 'photographic', 'identification', 'prohibits', 'free', 'samples', 'limits', 'distribution', 'products', 'vending', 'machines', 'selfservice', 'displays', 'permitting', 'methods', 'sale', 'facilities', 'access', 'individuals', '18', 'prohibited', 'limits', 'advertising', 'labeling', 'children', 'adolescents', 'exposed', 'prohibits', 'promotional', 'nontobacco', 'items', 'hats', 'tee', 'shirts', 'prohibits', 'sponsorship']","['rule', 'put', 'effect', 'january', '1', '2017', '50', 'states']",1
"['oh', 'really', 'um', 'tdy', 'bent', 'waters']","['work', 'bent', 'waters', 'little']",1
"['2000', 'census', 'showed', 'illinois', '35000', 'fewer', 'people', 'eligible', 'lsc', 'services', 'low', 'income', '22000', 'year', 'family', 'four', 'kleiman', 'said']","['low', 'income', 'disqualifying', 'factor', 'lsc', 'services', 'eligibility']",1
"['right', 'uh', 'theres', 'usually', 'nobody', 'running', 'know', 'incumbents']","['numerous', 'candidates', 'running', 'incumbents']",2
['came'],"['person', 'asked', 'woman', 'came', 'person']",0
"['paper', 'say']","['paper', 'explain']",0
"['kal', 'nodded']","['kal', 'shook', 'head', 'side', 'side']",2
"['people', 'know', 'rehabilitate', 'ones', 'know', 'perpetual']","['people', 'repeatedly', 'commit', 'crimes', 'bother', 'letting']",1
"['sounds', 'perfect', 'said', 'jon']","['jon', 'talking', 'someone', 'agreed', 'things']",1
"['bettelheim', 'committed', 'suicide', '1990', 'evidently', 'found', 'life', 'unbearable', 'despite', 'fictions']","['bettelheim', 'killed', '2005']",2
"['town', 'flourished', '6500', '5500', 'bc', 'flatroofed', 'houses', 'mud', 'timber', 'decorated', 'wallpaintings', 'show', 'patterns', 'still', 'appear', 'anatolian', 'kilims']","['houses', 'town', 'run', 'made', 'mud']",1
"['today', 'nothing', 'remains', 'except', 'foundations']","['foundations', 'replaced']",2
"['marvelous', 'victoriangothic', 'building', 'famous', 'fanciful', 'stone', 'carvings', 'around', 'base', 'pillars', 'one', 'pillar', 'reputedly', 'depicting', 'club', 'members', 'shows', 'monkeys', 'playing', 'billiards']","['victoriangothic', 'building', 'famous', 'rude', 'members']",2
"['frankly', 'number', 'seems', 'tad', 'low']","['number', 'looks', 'low', 'opinion']",0
"['thats', 'tried', 'kill']","['thats', 'saved', 'life']",2
"['arguably', 'starting', 'distort', 'practice', 'science']","['began', 'distort', 'scientific', 'practice']",0
"['site', 'includes', 'list', 'award', 'winners', 'searchable', 'database', 'government', 'executive', 'articles']","['government', 'executive', 'articles', 'housed', 'website', 'able', 'searched']",2
"['mykonos', 'head', 'start', 'far', 'diving', 'concerned', 'never', 'banned', 'ancient', 'sites', 'protect']","['protection', 'ancient', 'sites', 'reason', 'diving', 'bans', 'places']",1
"['never', 'felt', 'better']","['felt', 'sick']",2
"['whats', 'needed', 'alongside', 'evacuation', 'plan', 'realistic', 'program', 'stabilize', 'conditions', 'left', 'behind']","['left', 'behind', 'need', 'program', 'stabilizing', 'conditions', 'can', 'not', 'evacuate']",0
"['workers', 'also', 'represented', 'civil', 'rights', 'retaliation', 'claims']","['workers', 'represented', 'civil', 'rights', 'retaliation', 'claims']",0
"['trouble', 'infinite', 'ammunitionwe', 'many', 'bullets']","['lot', 'bullets']",0
"['1997', 'henry', 'j', 'kaiser', 'family', 'foundation', 'survey', 'found', 'americans', 'managed', 'care', 'plans', 'basically', 'content', 'care']","['henry', 'kaiser', 'foundation', 'shows', 'people', 'always', 'content', 'healthcare']",1
['painted'],"['didnt', 'paint']",2
"['britons', 'however', 'trumpet', 'poet', 'laureate', 'worthy', 'ranks', 'blake', 'keats', 'hardy', 'auden', 'times', 'london']","['britons', 'proudest', 'nation', 'continent', 'europe']",1
"['pictures', 'crooks', 'always', 'restoorant', 'underworld']","['crooks', 'tend', 'pictures', 'underworld']",0
"['change', 'got', 'get', 'sick', 'winter', 'looking', 'everything', 'dead', 'hate']","['winter', 'year', 'long']",1
"['oh', 'okay', 'went', 'colorado']","['move', 'back', 'nebraska', 'survive']",2
"['time', 'reports', 'harrer', 'denies', 'known']","['harrer', 'aware']",2
"['ask', 'canadian']",['us'],2
"['look', 'forward', 'receiving', 'comments', 'readers', 'paper']","['discourage', 'people', 'making', 'comments', 'paper']",2
"['providers', 'worked', 'newly', 'created', 'legal', 'assistance', 'disadvantaged', 'committee', 'minnesota', 'state', 'bar', 'association', 'msba', 'create', 'minnesota', 'legal', 'services', 'coalition', 'state', 'support', 'center', 'position', 'director', 'volunteer', 'legal', 'services', 'access', 'justice', 'director', 'minnesota', 'state', 'bar', 'association']","['legal', 'assistance', 'disadvantaged', 'committee', 'contains', 'seventeen', 'members']",1
"['diet', 'wheaten', 'bread']","['ate', 'nothing', 'else', 'apart', 'wheaten', 'bread']",1
"['programs', 'typically', 'successful', 'cost', 'schedule', 'outcomes']","['none', 'programs', 'successful', 'costs']",2
"['porches', 'stoops', 'symbols', 'vibrant', 'social', 'life', 'stopped', 'used', 'gathering', 'places', 'rather', 'practical', 'reasonair', 'conditioning']","['people', 'simply', 'prefer', 'comfortable', 'inside', 'rather', 'outdoors', 'sweltering', 'heat']",0
"['oh', 'thank', 'god', 'ive', 'never', 'midland']","['midland', 'crap', 'hole', 'glad', 'never']",1
"['pieces', 'unloaded', 'fed', 'sorting', 'machines']","['unloaded', 'sorted']",2
"['example', 'bruce', 'bartons', 'man', 'nobody', 'knows', 'best', 'seller', '192526', 'portrays', 'jesus', 'ultimate', 'businessman']","['man', 'nobody', 'knows', 'bruce', 'barton', 'never', 'best', 'seller']",2
['slowed'],"['stopped', 'moving', 'quickly']",0
"['theres', 'one', 'thing']","['one', 'thing', 'left']",0
"['neat', 'think', 'wrote', 'stuff', 'otherwise', 'lyrics', 'kind']","['think', 'wrote', 'drunk', 'one', 'night']",1
"['look', 'good', 'new', 'cut', 'carefully', 'ripped', 'away', 'oilskin']","['oilskin', 'would', 'good', 'several', 'months', 'use']",1
"['mr', 'hastings', 'mr', 'lawrence', 'came', 'yesterday', 'evening', 'found', 'mistress', 'busy', 'writing', 'letters']","['last', 'night', 'one', 'saw', 'mistress']",2
"['shuman', 'claims', 'linux', 'provides', 'graphical', 'user', 'interface']","['made', 'accusations', 'platform']",0
"['research', 'designs', 'based', 'statistical', 'inference', 'criterion', 'establishing', 'casuality', 'whether', 'findings', 'likely', 'occurred', 'chance', 'following', 'appropriate', 'comparisons', 'eliminate', 'alternative', 'interpretations']","['research', 'designs', 'may', 'based', 'statistical', 'inference', 'different', 'organizations']",1
"['deng', 'xiaoping', 'beijing', 'actively', 'sought', 'cultivate', 'good', 'bilateral', 'relationship']","['beijing', 'sought', 'create', 'good', 'relationship']",0
"['next', 'morning', 'ate', 'dry', 'bread', 'two', 'strips', 'lean', 'meat', 'two', 'eggs', 'fried', 'animal', 'fat', 'skillet', 'black', 'scorched', 'iron']","['ate', 'breakfast', 'cooked', 'cast', 'iron', 'pan']",0
"['buffet', 'la', 'carte', 'available']","['buffet', 'lunch', 'dinner']",1
"['going', 'try', 'something', 'different', 'morning', 'said', 'jon']","['jon', 'thought', 'everything', 'stay', 'way']",2
"['information', 'resourceextractive', 'industry', 'next', 'century', 'concept', 'intellectual', 'property', 'term', 'dates', 'back', '150', 'yearscomes', 'individuals', 'companies', 'assert', 'particular', 'claim', 'embody', 'form', 'copyrights', 'trademarks', 'patents']","['intellectual', 'property', 'term', 'developed', 'last', 'decade']",2
"['category', 'qualifying', 'teenagers', 'women', 'could', 'include', 'recipients', 'welfare', 'public', 'assistance', 'including', 'daughters', 'recipients', 'competent', 'give', 'informed', 'consent', 'implant', 'procedure']","['women', 'welfare', 'qualify', 'contraceptive', 'implant', 'procedure']",1
"['yeah', 'easy', 'im', 'actually', 'interested', 'getting', 'one', 'kind', 'wife', 'talking', 'past', 'couple', 'years', 'one', 'kind', 'campers', 'popup', 'uh', 'maybe', 'eight', 'foot', 'square', 'two', 'feet', 'tall', 'get', 'youre', 'going', 'raises', 'theres', 'tenting', 'material']","['want', 'get', 'one', 'campers']",0
"['event', 'definition', 'crowd', 'pleaser', 'replete', 'appearances', 'rockettes', 'mormon', 'tabernacle', 'choir', 'santa', 'claus', 'act', 'isnt', 'entirely', 'without', 'bite', 'theres', 'also', 'funny', 'moment', 'involving', 'heart', 'attack']","['santa', 'claus', 'heart', 'attack', 'rockettes', 'save', 'christmas']",1
"['national', 'association', 'state', 'information', 'resource', 'executives', 'nasire', 'represents', 'state', 'chief', 'information', 'officers', 'cio', 'information', 'resource', 'executives', 'share', 'mission', 'shape', 'national', 'information', 'technology', 'policy', 'collaborative', 'partnerships', 'information', 'sharing', 'knowledge', 'transfer']","['na', 'sire', 'lot', 'work', 'charities']",1
"['clinton', 'used', 'floor', 'mop', 'clean', 'dirt', 'tracked', 'onto', 'shiny', 'floor', 'elementary', 'school']","['clinton', 'tracked', 'dirt', 'onto', 'floor', 'high', 'school', 'left', 'without', 'cleaning']",2
"['another', 'white', 'house', 'murder', 'mystery', 'chance', 'bash', 'genre']","['white', 'house', 'murder', 'mystery', 'works', 'one']",0
"['report', 'order', 'large', 'part', 'adopts', 'unanimous', 'recommendations', 'hearing', 'aid', 'compatibility', 'negotiated', 'rulemaking', 'committee', 'advisory', 'committee', 'established', 'federal', 'communications', 'commission', '1995']","['federal', 'communications', 'commission', 'several', 'hearing', 'aid', 'committees']",1
"['adrin', 'nodded']","['adrin', 'agreed', 'said']",1
"['eh', 'monsieur', 'lawrence', 'called', 'poirot']","['poirot', 'call', 'upon', 'monsieur', 'lawrence']",2
"['see', 'bell', 'curve', 'tries', 'fails', 'get', 'around', 'inherent', 'problems', 'see']","['bell', 'curve', 'tries', 'get', 'around', 'problems', 'fails', 'many', 'different', 'ways']",1
"['achange', 'personal', 'saving', 'depends', 'much', '4000', 'ira', 'contribution', 'represents', 'new', 'saving']","['ira', 'contributes', 'nothing', 'saving']",2
"['dublin', 'international', 'restaurants', 'galore', 'new', 'irish', 'cuisine', 'built', 'upon', 'fresh', 'products', 'irelands', 'seas', 'rivers', 'farms']","['fresh', 'products', 'irelands', 'seas', 'rivers', 'farms', 'new', 'irish', 'cuisine', 'built', 'upon']",0
"['least', 'hired', 'attempt', 'influence', 'administration', 'china', 'policy']","['hired', 'influence', 'british', 'economy']",2
"['beginning', 'unsuccessful', 'reconnoitring', 'bournemouth', 'passed', 'return', 'london', 'buying', 'car', 'growing', 'anxieties', 'tuppence', 'call', 'upon', 'sir', 'james', 'sensational', 'occurrences', 'previous', 'night']","['lot', 'experiences', 'going']",0
"['throne', 'room', 'one', 'series', 'apartments', 'built', 'reign', 'charles', 'ii', 'though', 'originally', 'designed', 'guard', 'room', 'screened', 'entrants', 'private', 'chambers', 'beyond']","['charles', 'ii', 'reigninh', 'monarch', 'throne', 'room', 'built']",0
"['northwestern', 'alpine', 'frontier', 'new', 'state', 'appeared', 'scene', 'destined', 'lead', 'movement', 'united', 'italy']","['unite', 'italy', 'movement', 'waiting', 'leader']",1
"['herds', 'give', 'sense', 'proportion', 'vast', 'openness', 'scattered', 'farmhouses', 'characteristic', 'drystone', 'walls', 'add', 'reassuring', 'warmth', 'even', 'loneliest', 'valley']","['area', 'completely', 'devoid', 'life']",2
"['allinclusive', 'packages', 'large', 'resort', 'hotels', 'offer', 'restaurants', 'sporting', 'activities', 'entertainment', 'widescreen', 'sports', 'channels', 'bars', 'shopping', 'guaranteed', 'suntan']","['get', 'allinclusive', 'package']",0
"['increased', 'investment', 'contributed', 'higher', 'gdp', 'growth', 'recent', 'years', 'stronger', 'economy', 'help', 'servicing', 'debt', 'owed', 'foreigners']","['higher', 'gdp', 'growth', 'recent', 'years', 'contributed', 'increased', 'investment']",0
"['lie', 'back', 'dont', 'think']","['stand', 'start', 'thinking']",2
"['yep', 'self', 'propelled', 'heavy', 'yeah']","['heavy', 'self', 'propelled', 'case', 'wondering']",0
"['cost', 'assignment', 'process', 'identifies', 'costs', 'activities', 'outputs', 'cost', 'objects']","['cost', 'assignment', 'identifies', 'nothing']",2
"['energy', 'climb', '387', 'steps', 'top', 'south', 'tower', 'rewarded', 'stunning', 'view', 'city']","['south', 'tower', 'best', 'view', 'city']",1
"['saw', 'faint', 'streak', 'daylight', 'showing', 'curtains', 'windows', 'clock', 'mantelpiece', 'pointed', 'close', 'upon', 'five', 'oclock']","['saw', 'daylight', 'coming', 'heard', 'people', 'waking']",1
"['figure', '1', 'delivery', 'points', 'stops']","['figure', 'presented']",1
"['disembodied', 'voice']","['entity', 'seen', 'heard']",0
"['wrong', 'condemning']","['totally', 'agree', 'criticism']",2
"['always', 'sacrilegious', 'always', 'cocacola']","['always', 'respectful', 'jesus']",2
"['recovery', 'jerusalem', '1099', 'took', 'four', 'hundred', 'years', 'sieges', 'battles', 'treaties', 'betrayals', 'yet', 'battles', 'christian', 'kings', 'warlords', 'succeeded', 'subduing', 'moors']","['moors', 'able', 'subdue', 'christian', 'kings', 'decade', 'war']",2
"['drawer', 'unlocked', 'one', 'pointed', 'submitted', 'evidence', 'prove', 'prisoner', 'concealed', 'poison']","['prisoner', 'unlocked', 'draw', 'wasnt', 'put', 'poison']",1
"['indian', 'traveler', 'described', 'prosperous', 'bujang', 'valley', 'settlement', 'seat', 'felicities']","['traveler', 'said', 'settlement', 'floundering']",2
"['spark', 'annoyance', 'lit', 'lincolns', 'eyes', 'smallest', 'hint', 'natalias', 'russian', 'fire']","['could', 'clearly', 'see', 'irritation', 'lincolns', 'eyes']",0
"['silver', 'revolver']","['revolver', 'silver']",0
"['pearl', 'jam', 'detractors', 'still', 'cant', 'stand', 'singer', 'eddie', 'say', 'hes', 'unbearably', 'selfimportant', 'limits', 'groups', 'appeal', 'refusing', 'sell', 'make', 'videos']","['people', 'annoyed', 'singer', 'pearl', 'jam']",0
